 2.7613622  0.7812694
-2.5020371  0.5784024
-0.6534198 -0.8364839
-0.5093708 -1.0659939
 1.0698123 -0.5053178
 1.2444854  0.0656932
-0.1583863 -1.7132896
-1.8188962  0.1539270
-3.6129367  1.0440645
-2.8263055  0.7741641
-1.0204458 -0.8304516
 0.2611304 -1.3202885
-0.9667795 -1.0839772
 0.4701717 -0.0456008
-0.7279929 -0.0369160
 0.3050133 -1.1703207
 0.3901433 -0.7787978
 3.0430492  1.2799983
-1.6307559 -0.2210154
-3.5160842  0.5724240
-6.4898371 -0.4126926
 1.8201852  0.9120053
-0.7767629 -0.8371592
-3.4106994  0.6317732
-0.9195992 -1.2476601
-1.1248267 -0.4371627
-1.5116412 -0.7774516
 1.8203302  1.2516907
-1.1185539 -1.6227401
 0.0985207 -0.0693066
